title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Lucia,movie,Drama,1968,tt0064609,7.1,1237,"AG, BB, BS, HN, NI, TT"
"Journey to the Center of the Earth",movie,"Action, Adventure, Family",2008,tt0373051,5.8,134419,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"J. Edgar",movie,"Biography, Drama, Romance",2011,tt1616195,6.5,134934,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tweety's High-Flying Adventure",movie,"Adventure, Animation, Comedy",2000,tt0248575,5.7,908,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"This Is 40",movie,"Comedy, Drama, Romance",2012,tt1758830,6.2,153286,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Door",movie,Drama,2012,tt1194577,6.4,2549,"CZ, SK"
"Game Change",movie,"Biography, Drama, History",2012,tt1848902,7.4,23631,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1871,"ID, MY, PH, SG, TH"
"Insidious: Chapter 2",movie,"Horror, Mystery, Thriller",2013,tt2226417,6.6,193258,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Snows of Kilimanjaro",movie,"Comedy, Drama, Romance",2011,tt1852006,7.2,4161,"DK, FI, NO, SE"
Will,movie,"Adventure, Drama, Family",2011,tt1636844,6.8,3508,"FR, MC"
Walkout,movie,Drama,2006,tt0452703,6.7,1602,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Smithereens,movie,"Drama, Music",1982,tt0084698,6.7,2784,US
Zarafa,movie,"Adventure, Animation, Family",2012,tt2077908,6.9,1940,"FR, MC"
"Meeting Evil",movie,"Crime, Drama, Mystery",2012,tt1810697,5.3,12791,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Love Cuts",movie,Drama,2010,tt2064854,5.2,41,"HK, MY, PH, SG, TW"
"Small Apartments",movie,"Comedy, Crime, Drama",2012,tt1272886,6.1,8491,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,525192,"CZ, SK"
"Goodnight Moon & Other Sleepytime Tales",movie,"Animation, Family, Fantasy",1999,tt0239438,7.9,104,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Bling Ring",movie,"Biography, Crime, Drama",2013,tt2132285,5.6,93472,"DK, FI, NO, SE, US"
RoboCop,movie,"Action, Crime, Sci-Fi",2014,tt1234721,6.1,242353,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"The Man with the Iron Fists",movie,Action,2012,tt1258972,5.4,64615,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TT, TW, UY, VE"
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,325034,"FR, MC"
"Witness Protection",movie,"Crime, Drama",1999,tt0191655,6.2,2169,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Normal the Düsseldorf Ripper",movie,"Crime, Drama, Thriller",2009,tt1342408,5.9,336,"CZ, SK"
"Dumb and Dumber To",movie,Comedy,2014,tt2096672,5.6,147894,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Hunger Games: Catching Fire",movie,"Action, Adventure, Sci-Fi",2013,tt1951264,7.5,736231,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, RO, RS, SG, SI, SK, TH, TW"
"Year of the Devil",movie,"Comedy, Drama, Fantasy",2002,tt0282917,7.3,1160,"CZ, SK"
"HOUBA! On the Trail of the Marsupilami",movie,"Adventure, Comedy, Family",2012,tt1723642,5.5,4359,"FR, MC"
"The Amazing Spider-Man 2",movie,"Action, Adventure, Sci-Fi",2014,tt1872181,6.6,552936,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Machine to Kill Bad People",movie,"Comedy, Fantasy",1952,tt0040559,6.7,972,US
"Two Rabbits",movie,"Action, Crime, Drama",2012,tt1753722,7.3,5556,BR
"Second Best",movie,Drama,1994,tt0111102,6.8,1995,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"God Is the Bigger Elvis",movie,"Biography, Documentary, Short",2012,tt2210633,6.9,625,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Paradise: Love",movie,Drama,2012,tt1403214,7,10385,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,192099,"CZ, HU, MD, RO, SK"
"Blue-Eyed Butcher",movie,"Biography, Crime, Drama",2012,tt2282719,5.6,1520,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Vendetta,movie,"Drama, History",1999,tt0162735,6.1,1346,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Machete Kills",movie,"Action, Comedy, Crime",2013,tt2002718,5.6,83421,US
"The Brave One",movie,"Drama, Family",1956,tt0049030,6.6,1144,US
"21 & Over",movie,Comedy,2013,tt1711425,5.8,77961,US
"Escape Plan",movie,"Action, Thriller",2013,tt1211956,6.7,262040,"HK, ID, MY, PH, SG, TH, TW"
"The World's End",movie,"Action, Comedy, Sci-Fi",2013,tt1213663,6.9,303162,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"This Is the End",movie,"Comedy, Fantasy",2013,tt1245492,6.6,440766,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Battle of the Year",movie,"Drama, Music",2013,tt1532958,5,9746,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Grown Ups 2",movie,Comedy,2013,tt2191701,5.4,175403,US
"Captain Phillips",movie,"Action, Biography, Crime",2013,tt1535109,7.8,501567,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Evil Dead",movie,Horror,2013,tt1288558,6.5,203380,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Identity Thief",movie,"Comedy, Crime, Drama",2013,tt2024432,5.7,142973,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Hangover Part III",movie,"Comedy, Crime",2013,tt1951261,5.8,342918,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"Cloudy with a Chance of Meatballs 2",movie,"Adventure, Animation, Comedy",2013,tt1985966,6.3,118113,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Want You",movie,"Drama, Romance",2012,tt1797504,6.7,16916,"AD, ES"
"The Canyons",movie,"Drama, Thriller",2013,tt2292959,3.8,12168,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Snowpiercer,movie,"Drama, Sci-Fi, Thriller",2013,tt1706620,7.1,398051,"FR, MC"
"White Mile",movie,"Drama, Sport, Thriller",1994,tt0111704,5.7,809,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Invisible Woman",movie,"Biography, Drama, History",2013,tt1700845,6.1,10620,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Hemingway & Gellhorn",movie,"Biography, Drama, Romance",2012,tt0423455,6.3,10663,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"What's in a Name?",movie,"Comedy, Drama",2012,tt2179121,7.3,18925,"FR, MC"
"The Family",movie,"Comedy, Crime, Thriller",2013,tt2404311,6.3,124716,"CZ, SK, US"
"In Turmoil",movie,"Drama, Thriller",2011,tt1814672,4.8,190,"FR, MC"
"Les papas du dimanche",movie,"Comedy, Drama",2012,tt2102364,5.6,147,"FR, MC"
"A Turtle's Tale 2: Sammy's Escape from Paradise",movie,"Adventure, Animation, Family",2012,tt2288005,5.6,2603,"FR, MC"
"The Normal Heart",movie,"Biography, Drama, History",2014,tt1684226,7.9,38334,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Paranoia,movie,"Drama, Thriller",2013,tt1413495,5.6,39690,US
"Cool Kids Don't Cry",movie,"Drama, Family, Sport",2012,tt1800372,7.4,4153,NL
Paddington,movie,"Adventure, Comedy, Family",2014,tt1109624,7.3,139724,"AD, DK, ES, FI, NO, PT, SE"
"All Is Well",movie,Drama,2011,tt1773377,6.4,51,PT
"One Nation Under Dog",movie,"Documentary, News",2012,tt2140221,7.6,268,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"White House Down",movie,"Action, Drama, Thriller",2013,tt2334879,6.3,240574,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Olympus Has Fallen",movie,"Action, Thriller",2013,tt2302755,6.5,297029,NL
Diana,movie,"Biography, Drama, Romance",2013,tt1758595,5.6,21097,PT
"The Iceman Tapes: Conversations with a Killer",movie,Documentary,1992,tt0874289,7.5,1131,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, TW, US, UY, VE"
"Why Stop Now?",movie,"Comedy, Drama",2012,tt1853643,5.5,7646,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Parker,movie,"Action, Crime, Thriller",2013,tt1904996,6.2,131488,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Big Top Scooby-Doo!",movie,"Adventure, Animation, Comedy",2012,tt2235542,6.7,2290,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Behind the Candelabra",movie,"Biography, Drama, Music",2013,tt1291580,7,45941,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Hard Times: Lost on Long Island",movie,Documentary,2012,tt2223810,7.3,221,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Shouting Fire: Stories from the Edge of Free Speech",movie,Documentary,2009,tt1333657,7.4,302,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Lore,movie,"Drama, Romance, War",2012,tt1996310,7.1,16157,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Happiness Never Comes Alone",movie,"Comedy, Romance",2012,tt1872880,6.5,5637,"FR, MC"
"About Time",movie,"Comedy, Drama, Fantasy",2013,tt2194499,7.8,402205,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Hobbit: The Battle of the Five Armies",movie,"Adventure, Fantasy",2014,tt2310332,7.4,587382,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Batman: The Dark Knight Returns, Part 1",movie,"Action, Animation, Crime",2012,tt2313197,7.9,64501,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Polski film",movie,Comedy,2012,tt2197242,6.2,184,"CZ, SK"
"Nic proti nicemu",movie,Comedy,2011,tt1937261,6.4,35,"CZ, SK"
"The Confidant",movie,"Comedy, Drama, History",2012,tt2066986,6.3,258,"CZ, SK"
"The Mortal Instruments: City of Bones",movie,"Action, Adventure, Fantasy",2013,tt1538403,5.8,140230,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"DonT Stop",movie,"Drama, Music",2012,tt1934241,6.2,154,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Without Warning: The James Brady Story",movie,Drama,1991,tt0103275,6.3,306,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Godzilla,movie,"Action, Adventure, Sci-Fi",2014,tt0831387,6.4,449578,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Angel,movie,Drama,2005,tt0448992,5,324,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"After Lucia",movie,Drama,2012,tt2368749,7.1,7135,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ernest & Celestine",movie,"Adventure, Animation, Comedy",2012,tt1816518,7.8,22799,"FR, MC"
"Un día en el paraíso",movie,"Comedy, Romance",2003,tt0309817,5.7,246,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"30° couleur",movie,"Comedy, Drama",2012,tt2113587,4.8,124,"FR, MC"
"Left of the Dial",movie,Documentary,2005,tt0454866,6.8,188,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Barbie: The Princess & the Popstar",movie,"Animation, Family, Musical",2012,tt2396690,5.9,3128,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Nebraska,movie,Drama,2013,tt1821549,7.7,125187,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Paradise: Faith",movie,Drama,2012,tt2371824,6.7,5345,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Month in Thailand",movie,Comedy,2012,tt2186665,5.7,640,"MD, RO"
"The Blue Tiger",movie,"Adventure, Comedy, Family",2012,tt2251519,5.8,144,"CZ, SK"
"The Hunger Games: Mockingjay - Part 1",movie,"Action, Adventure, Sci-Fi",2014,tt1951265,6.6,515283,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, RO, RS, SG, SI, SK, TH, TW"
"The Hunger Games: Mockingjay - Part 2",movie,"Action, Adventure, Sci-Fi",2015,tt1951266,6.6,385260,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Mama,movie,"Fantasy, Horror, Thriller",2013,tt2023587,6.2,194406,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Before Midnight",movie,"Drama, Romance",2013,tt2209418,7.9,176343,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Butler",movie,"Biography, Drama",2013,tt1327773,7.2,120869,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Capturing Mary",movie,Drama,2007,tt0899052,6.7,2162,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, US, UY, VE"
"The Grand Heist",movie,"Action, Comedy, History",2012,tt2448584,6.2,987,"HK, ID, MY, SG, TH"
"First Cousin Once Removed",movie,Documentary,2012,tt2615134,7.5,413,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Long Live the Family",movie,"Crime, Drama",2011,tt2241479,6.6,155,"CZ, SK"
"Promised Land",movie,Drama,2012,tt2091473,6.6,40315,"DK, FI, NO, SE"
"A Perfect Plan",movie,"Adventure, Comedy, Romance",2012,tt1986843,6.3,10083,"FR, MC"
"Clear History",movie,Comedy,2013,tt2279864,6.4,19865,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Carrie,movie,"Drama, Horror, Thriller",2013,tt1939659,5.8,150947,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scenes from a Marriage",movie,Drama,1974,tt6725014,8.3,9189,US
"Miss Evers' Boys",movie,"Drama, War",1997,tt0119679,7.1,1463,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Tom and Jerry: Robin Hood and His Merry Mouse",movie,"Action, Adventure, Animation",2012,tt2423422,6.3,1402,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Jurassic World",movie,"Action, Adventure, Sci-Fi",2015,tt0369610,6.9,692030,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"In the Shadow",movie,"Crime, Drama, Thriller",2012,tt1860359,7.1,1936,"CZ, SK"
Trolls,movie,"Adventure, Animation, Comedy",2016,tt1679335,6.4,94961,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Already Famous",movie,Comedy,2011,tt2323453,6.9,77,"ID, MY, PH, SG, TH"
"Sekal Has to Die",movie,Drama,1998,tt0163019,7.3,1051,"CZ, SK"
"The Lego Movie",movie,"Action, Adventure, Animation",2014,tt1490017,7.7,396366,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Edge of Tomorrow",movie,"Action, Adventure, Sci-Fi",2014,tt1631867,7.9,758530,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Smurfs: The Lost Village",movie,"Adventure, Animation, Comedy",2017,tt2398241,6,25135,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Winter's Tale",movie,"Drama, Fantasy, Mystery",2014,tt1837709,6.1,57697,US
"The Education of Mohammad Hussein",movie,"Documentary, Drama, Short",2013,tt2386922,5.5,126,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Kings Point",movie,"Comedy, Documentary, Drama",2012,tt2109153,6.6,249,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mondays at Racine",movie,"Documentary, Family, Short",2012,tt2083264,7.5,347,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Hold Up!",movie,"Comedy, Crime, Thriller",2012,tt2203951,6.3,836,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Lóve,movie,"Drama, Romance",2011,tt2165959,6.2,276,"CZ, SK"
"A Dark Truth",movie,"Action, Drama, Thriller",2012,tt2083379,5.6,6356,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"De Marathon",movie,"Comedy, Drama, Sport",2012,tt2401621,7.5,7716,NL
"We're the Millers",movie,"Comedy, Crime",2013,tt1723121,7,497984,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"No One Dies in Lily Dale",movie,"Documentary, Drama, History",2011,tt1609145,5.6,161,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
